"","race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10"
"4681","Other",15,"Yes","Female","Left",1,"US",4,5,5,4,5,5,4,3,5,1,1,4,1,3,4,4,2,3,3,3,3,1,3,2,2,2,2,1,5,5,3,5,2,4,3,2,3,2,2,2,3,2,5,4,3,5,3,2,5,5
"4682","European",55,"Yes","Female","Right",1,"US",3,5,4,4,4,5,3,4,4,3,3,3,2,2,4,3,3,3,3,3,2,4,1,2,2,1,2,3,4,4,4,1,1,1,3,5,1,4,4,2,5,4,4,3,4,5,4,5,4,4
"4683","European",28,"Yes","Female","Right",5,"US",2,2,3,3,3,3,4,2,1,2,1,3,1,3,2,4,4,2,4,2,1,2,1,1,4,2,2,2,4,2,5,2,2,4,4,4,3,3,3,2,1,2,5,2,2,4,3,1,4,2
"4684","European",57,"Yes","Female","Right",1,"US",3,4,4,3,4,5,2,1,2,3,3,5,3,4,5,2,4,1,1,1,1,1,1,1,2,1,1,2,5,5,2,5,2,1,4,3,4,5,3,2,4,3,5,3,4,5,3,3,5,5
"4685","European",28,"Yes","Male","Right",1,"AU",3,4,4,4,2,3,2,4,4,2,2,1,2,2,2,4,3,2,4,4,4,2,2,2,3,2,2,2,4,4,3,4,2,2,3,3,1,3,2,2,2,5,4,5,5,5,4,2,5,5
"4686","European",21,"Yes","Male","Right",2,"US",3,4,4,2,4,1,5,1,5,1,3,5,2,3,1,5,1,3,5,3,1,2,1,1,1,1,1,3,5,5,4,3,1,4,5,3,1,5,1,1,4,4,5,5,3,5,4,3,5,5
"4687","Other",21,"Yes","Female","Right",1,"US",2,2,3,1,2,5,1,4,2,1,1,2,1,4,5,5,1,5,5,1,2,3,1,4,1,5,4,3,2,3,2,5,1,3,5,2,1,2,2,2,5,5,4,5,5,5,5,5,5,4
"4688","European",21,"Yes","Male","Right",2,"US",4,2,5,1,3,2,5,1,5,1,1,5,2,1,1,5,1,4,5,4,1,1,1,1,1,1,1,3,5,5,4,3,1,5,5,2,2,3,1,1,4,2,5,5,3,5,3,4,5,4
"4689","European",46,"Yes","Female","Right",2,"US",1,4,5,3,5,5,3,3,5,4,3,4,2,3,4,4,4,2,3,3,1,1,1,1,1,1,1,3,5,5,2,4,1,1,4,2,2,3,2,1,5,5,4,5,5,4,5,5,5,5
"4690","European",25,"Yes","Female","Right",1,"US",1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,3,4,4,3,4,2,4,4,4,4,4,2,4,1,4,1,2,5,1,1,4,1,2,4,1,4,2,4,4,5,3,5,3
"4691","European",51,"Yes","Male","Right",1,"GB",4,5,4,4,4,5,5,4,4,4,5,4,4,4,4,2,4,2,2,2,2,1,3,2,2,4,1,3,2,4,2,2,3,2,4,4,3,4,3,2,5,5,4,4,4,5,4,4,2,4
"4692","European",19,"Yes","Male","Right",1,"US",2,2,3,2,2,2,2,3,3,2,4,4,4,4,4,2,4,2,2,2,3,3,2,3,4,3,3,3,2,2,4,2,4,2,3,2,3,3,4,3,4,4,3,4,3,3,2,3,4,3
"4693","European",20,"Yes","Female","Right",1,"US",1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,5,1,5,5,3,4,4,4,5,5,3,4,5,1,3,5,5,1,4,4,5,3,3,5,1,1,1,5,2,3,3,5,1,5,4
"4694","European",17,"Yes","Female","Right",5,"CA",4,4,2,3,4,4,4,4,4,1,1,2,1,1,2,5,1,5,5,5,3,2,2,4,4,1,3,5,2,4,2,4,2,4,4,2,1,3,1,1,5,2,5,3,5,5,1,5,5,5
"4695","European",18,"Yes","Female","Right",1,"US",3,4,2,3,2,4,2,4,3,1,1,3,1,2,2,5,2,5,4,4,2,3,4,2,2,1,2,3,5,3,4,4,2,5,5,1,3,1,3,4,4,4,5,5,4,5,4,4,5,5
"4696","European",24,"No","Male","Right",5,"US",5,5,5,4,5,5,4,5,5,4,4,2,2,3,4,2,2,4,2,2,5,1,1,1,1,1,1,1,5,5,4,2,2,2,4,5,2,5,1,1,4,4,4,4,5,5,4,4,5,5
"4697","European",47,"Yes","Male","Right",2,"NZ",4,4,4,4,5,4,5,3,4,4,4,3,2,4,4,2,2,2,3,2,2,2,3,2,2,4,2,2,3,4,2,2,2,1,3,4,3,5,3,2,5,5,5,5,4,4,4,4,4,4
"4698","Native American",22,"Yes","Female","Right",3,"US",3,5,4,4,3,4,2,1,1,1,1,3,1,2,4,5,1,5,4,3,4,3,1,3,5,1,2,1,3,4,3,2,3,2,1,5,3,3,1,3,2,3,3,4,3,4,3,2,4,3
"4699","European",27,"No","Male","Right",1,"PT",3,3,4,2,2,3,2,1,1,1,4,4,1,3,5,3,2,4,4,1,1,2,4,2,1,1,1,2,3,5,2,5,1,3,2,2,2,3,3,3,3,4,5,4,4,4,4,3,5,4
"4700","European",17,"Yes","Female","Right",2,"AU",3,5,4,3,4,4,5,3,4,4,3,4,2,3,3,3,3,3,3,4,4,2,3,3,2,3,3,2,4,3,2,4,1,3,1,2,3,3,2,2,3,4,4,4,4,5,4,3,4,4
"4701","South East Asian",23,"Yes","Male","Right",2,"US",1,3,4,1,2,5,1,1,2,2,2,4,2,2,5,2,4,2,2,4,2,1,2,2,1,2,1,1,3,3,4,2,1,3,4,5,3,4,4,1,4,4,3,4,3,4,3,4,5,2
"4702","South East Asian",17,"No","Male","Right",2,"PH",3,3,4,4,3,3,3,4,3,3,4,4,3,3,4,4,4,3,3,3,2,2,2,2,1,3,1,3,4,3,1,1,2,2,1,4,2,3,2,3,3,4,4,3,4,5,4,2,3,5
"4703","European",23,"Yes","Female","Right",1,"CA",2,4,5,3,4,5,3,2,2,3,5,5,4,5,5,1,5,1,1,1,1,1,1,1,1,2,1,1,5,5,2,3,2,1,2,5,4,5,3,2,5,5,5,5,4,4,5,2,5,5
"4704","Mixed",24,"Yes","Female","Right",3,"US",3,1,4,3,3,2,3,3,3,2,3,3,1,2,2,3,2,3,4,2,5,3,3,3,4,2,3,3,3,3,2,3,1,2,3,3,2,5,2,2,3,3,4,3,3,4,4,2,4,3
"4705","Other",21,"Yes","Female","Right",2,"US",4,5,5,5,5,5,5,4,5,3,3,2,1,3,4,2,2,2,4,2,4,4,4,3,4,4,3,3,3,4,2,4,2,1,2,3,2,5,2,2,4,3,4,4,5,5,4,3,2,4
"4706","European",28,"No","Male","Both",1,"RU",1,4,2,2,3,4,2,2,2,1,1,3,1,2,2,4,1,3,4,4,2,3,4,2,1,1,1,3,4,3,2,2,2,4,3,3,1,2,4,1,4,5,5,5,5,5,5,5,5,5
"4707","South East Asian",22,"Yes","Female","Right",1,"AU",1,1,2,1,1,1,1,1,1,1,1,3,2,2,3,5,3,4,3,4,2,3,1,2,1,1,3,2,4,3,4,3,3,2,3,4,4,5,5,4,5,5,5,5,3,5,5,5,4,4
"4708","Mixed",22,"Yes","Female","Right",1,"US",4,4,5,4,4,2,5,4,4,5,2,2,2,1,5,3,2,4,3,4,1,3,2,2,2,2,4,4,2,3,5,5,2,4,4,1,2,2,2,4,5,4,4,5,3,5,4,3,5,5
"4709","European",30,"Yes","Female","Right",4,"US",4,4,5,5,5,5,5,5,4,4,1,4,2,3,3,2,4,1,1,2,1,1,1,1,1,1,1,1,5,4,3,5,1,2,4,3,2,4,3,3,4,4,5,4,4,5,5,3,5,4
"4710","Other",24,"No","Male","Right",1,"US",1,4,5,4,3,5,2,1,1,1,5,5,1,1,3,3,4,1,5,1,3,4,1,2,2,5,3,1,1,5,1,1,1,1,4,4,3,3,1,1,1,1,5,1,1,1,5,1,5,3
"4711","South East Asian",25,"Yes","Female","Right",5,"MY",2,3,3,2,4,3,2,2,2,2,4,3,2,2,3,3,2,4,3,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2,4,2,2,3,2,4,4,4,4,4,3,5,4,2,5,4
"4712","European",30,"Yes","Male","Right",5,"US",3,3,4,3,4,4,2,1,2,2,4,4,3,3,4,2,4,2,2,2,1,1,1,1,1,1,2,1,4,3,2,1,1,2,2,5,1,4,2,2,5,5,5,5,4,5,4,2,5,5
"4713","Other",22,"No","Female","Right",2,"US",2,2,4,1,3,5,1,5,5,1,3,5,1,1,1,1,3,3,1,3,2,1,4,2,2,1,3,1,4,1,1,5,5,4,5,1,1,1,1,1,1,5,5,5,3,5,5,1,5,5
"4714","European",25,"Yes","Female","Right",2,"US",2,2,3,3,2,3,2,3,3,2,4,5,4,2,4,2,2,2,2,3,4,3,1,2,2,1,3,2,4,3,3,4,3,3,3,4,3,3,2,2,5,4,5,4,4,5,5,3,5,4
"4715","Other",46,"Yes","Female","Right",5,"US",2,3,2,3,3,3,2,1,1,2,3,3,1,2,3,3,4,1,1,2,2,3,1,2,2,3,3,1,2,4,2,2,1,2,3,4,2,4,3,3,2,4,5,3,4,4,4,3,5,3
"4716","South East Asian",18,"No","Female","Right",1,"PH",3,1,2,2,2,1,1,5,5,1,3,2,2,3,4,3,3,3,3,3,4,4,2,2,5,2,4,3,4,4,3,2,3,1,2,4,3,4,2,3,3,4,4,4,5,5,4,4,3,5
"4717","European",26,"Yes","Female","Right",2,"US",2,2,4,2,5,3,4,2,4,3,2,4,3,3,2,3,4,2,4,3,2,1,1,1,1,1,1,2,5,4,2,4,2,2,3,2,2,4,3,2,4,5,5,4,5,1,5,3,5,4
"4718","Indian",18,"No","Male","Right",1,"IN",2,4,3,2,3,3,2,3,4,4,1,3,2,3,2,4,3,4,3,3,4,2,2,2,2,2,2,2,4,3,3,5,3,4,4,2,3,3,4,3,3,3,4,4,3,4,3,2,3,3
"4719","Other",16,"Yes","Female","Right",1,"US",2,5,5,5,5,4,5,1,2,4,1,3,1,3,5,1,5,1,2,1,1,2,2,1,2,1,1,1,5,5,2,4,2,2,3,1,1,4,2,3,3,4,5,4,4,4,5,2,4,5
"4720","European",19,"Yes","Female","Right",2,"US",3,4,2,4,4,3,4,2,3,3,1,3,1,2,1,5,2,4,5,3,2,1,1,1,2,1,1,2,5,4,2,4,2,2,1,5,1,3,1,1,4,3,3,4,3,5,4,4,5,5
"4721","European",30,"Yes","Male","Left",2,"US",3,3,5,2,3,4,3,3,4,2,2,3,2,1,4,4,2,5,4,4,2,1,4,2,3,3,2,2,3,2,3,5,2,4,5,1,3,1,4,4,5,5,5,5,4,5,5,5,5,5
"4722","European",25,"Yes","Male","Right",5,"US",2,5,5,5,5,5,5,3,3,5,5,4,4,3,4,1,3,3,2,3,2,1,2,3,2,4,1,4,5,3,1,1,1,1,1,5,3,5,1,3,5,5,5,5,5,5,5,4,5,5
"4723","European",53,"Yes","Female","Right",1,"US",3,5,4,4,4,3,4,3,1,3,4,4,2,3,3,3,4,2,3,2,1,3,1,2,2,2,1,2,3,3,2,2,3,1,4,4,2,3,3,3,1,2,2,4,2,4,2,1,2,2
"4724","Missed",28,"Yes","Female","Right",5,"US",1,1,1,1,1,5,1,2,1,1,1,2,1,1,2,5,3,4,5,5,1,1,3,1,1,2,1,2,5,2,2,2,1,3,3,5,2,5,2,2,3,4,5,5,3,5,1,1,5,5
"4725","European",16,"Yes","Female","Both",1,"AU",4,4,4,4,4,3,4,4,4,3,3,3,3,2,4,3,2,2,3,3,2,2,2,2,2,2,2,3,4,4,4,4,3,4,5,2,4,3,4,2,5,5,5,5,5,5,4,4,5,5
"4726","Other",29,"Yes","Male","Right",2,"US",3,4,4,3,4,4,4,3,4,4,2,3,2,3,4,2,4,2,3,2,3,2,3,3,4,3,2,3,3,3,3,3,2,3,3,2,3,4,4,3,3,3,4,4,3,4,4,3,3,3
"4727","Other",49,"Yes","Female","Right",5,"US",1,2,5,3,5,5,1,1,1,1,3,3,1,1,5,1,5,1,1,1,1,2,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,5,1,1,4,5,3,5,5,5,5,4,5,4
"4728","European",25,"Yes","Female","Right",1,"US",2,4,2,2,4,5,3,2,1,1,1,1,1,4,4,2,2,1,2,1,4,1,2,1,1,1,1,3,3,4,2,4,3,1,2,5,2,5,1,2,5,2,5,4,5,5,4,4,5,5
"4729","European",53,"Yes","Male","Right",1,"US",3,3,4,2,4,4,4,2,4,4,3,3,2,4,3,2,2,2,4,2,2,2,3,2,2,2,2,2,4,4,2,4,2,2,3,4,2,4,2,2,5,5,4,5,4,4,5,4,5,5
"4730","Indian",29,"Yes","Female","Right",2,"US",1,5,1,3,5,5,5,3,5,5,1,3,1,1,1,3,3,3,5,5,5,3,3,5,5,5,5,1,1,5,3,5,1,5,5,3,3,3,1,1,5,1,3,1,3,1,5,5,1,3
"4731","European",17,"Yes","Male","Right",5,"GB",4,4,1,4,2,5,3,1,1,1,1,2,1,4,1,5,1,5,5,5,3,2,5,4,3,3,3,3,3,2,4,5,1,5,5,1,5,2,4,3,4,3,5,4,5,5,5,4,4,5
"4732","Other",22,"Yes","Male","Right",5,"US",3,2,5,3,4,2,3,5,1,3,2,4,2,3,3,1,5,3,1,3,3,2,1,2,1,1,1,2,5,4,2,1,1,5,2,3,5,2,1,1,5,3,4,3,5,5,5,4,4,5
"4733","European",20,"Yes","Male","Right",2,"US",1,3,4,3,4,3,5,1,4,1,2,3,1,4,2,4,4,3,3,2,3,3,1,2,3,1,3,3,2,4,1,2,3,5,4,1,1,4,2,1,5,4,5,5,5,5,4,5,5,5
"4734","European",24,"Yes","Male","Right",2,"US",1,1,2,1,2,1,1,1,1,1,4,5,3,2,1,2,2,3,2,4,2,3,2,2,2,2,3,2,4,1,2,5,2,2,5,1,3,2,4,3,5,4,4,5,4,4,5,4,4,3
"4735","Indian",21,"No","Male","Right",2,"US",5,2,5,5,5,4,4,5,3,5,4,1,4,4,5,1,4,2,1,3,4,2,1,2,2,4,2,4,2,4,1,1,1,1,2,5,4,4,1,2,4,5,5,4,5,5,5,2,2,4
"4736","European",21,"Yes","Female","Right",4,"US",3,4,5,5,5,5,5,2,4,4,1,4,1,4,4,5,4,3,2,1,4,2,2,2,1,1,1,1,5,4,2,5,3,3,1,1,1,4,1,3,3,4,5,4,4,5,5,3,3,5
"4737","European",50,"Yes","Female","Left",2,"US",1,4,2,3,3,4,2,2,1,2,4,2,2,4,4,3,4,2,3,1,2,2,1,3,3,2,2,3,4,2,3,1,1,1,5,2,2,5,3,1,1,4,5,5,5,5,4,1,3,5
"4738","Indian",18,"No","Male","Right",1,"IN",1,1,2,2,2,4,1,3,4,1,4,4,2,3,2,3,3,2,4,3,4,4,1,2,2,3,3,2,4,5,3,3,2,3,2,4,2,4,5,2,3,4,3,5,3,4,4,4,3,4
"4739","European",19,"Yes","Female","Right",5,"US",2,2,4,3,3,5,2,3,3,1,2,4,2,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,5,5,2,3,1,2,3,4,2,4,3,2,5,5,5,5,5,5,5,4,5,5
"4740","European",19,"Yes","Male","Right",1,"US",5,5,4,5,5,4,1,3,5,3,1,3,1,3,1,5,2,3,5,3,1,1,5,3,1,1,1,2,5,4,3,1,1,3,1,2,2,3,1,2,4,3,5,3,5,5,4,4,5,4
"4741","European",21,"Yes","Female","Right",2,"US",4,5,4,5,4,4,4,5,5,3,2,4,2,4,4,3,4,2,4,2,1,1,2,1,1,2,1,1,4,4,2,4,2,3,2,3,2,4,2,3,4,3,5,3,5,4,4,2,5,4
"4742","South East Asian",15,"Yes","Female","Right",1,"CA",1,1,2,1,2,2,1,1,2,1,2,3,2,1,4,1,1,4,4,5,2,2,1,2,1,3,2,1,2,2,1,2,2,2,4,4,2,4,2,1,4,5,4,5,3,4,5,3,5,3
"4743","European",24,"Yes","Male","Right",1,"US",1,2,2,1,2,2,1,1,3,2,4,5,1,1,4,4,4,2,1,5,1,2,2,4,4,1,4,4,4,3,5,2,3,1,5,4,2,4,4,2,4,4,3,5,4,2,4,5,5,4
"4744","Indian",36,"No","Female","Right",1,"AE",2,3,3,3,3,3,2,3,2,1,2,3,2,2,3,4,4,2,3,3,2,3,3,3,3,2,3,2,4,5,4,3,3,3,2,3,2,3,3,2,4,3,3,3,3,3,3,2,3,2
"4745","European",24,"Yes","Male","Right",2,"AU",2,2,3,2,2,2,1,2,3,1,4,3,4,2,3,3,2,3,2,2,2,2,1,2,3,1,2,2,4,4,4,4,2,4,4,3,4,3,4,3,2,4,4,4,3,4,4,2,3,3
"4746","South East Asian",18,"No","Female","Right",1,"ID",3,2,3,1,3,2,2,1,1,2,4,5,3,5,3,3,4,3,2,1,1,1,1,1,1,1,3,2,5,2,4,4,1,4,4,2,3,4,3,3,1,5,4,5,3,4,4,2,3,4
"4747","European",27,"Yes","Male","Right",1,"US",4,3,4,2,3,4,4,1,5,1,3,3,2,4,4,2,1,3,5,5,2,2,4,2,1,1,2,1,5,5,1,4,2,4,4,4,1,1,1,1,2,5,4,2,5,2,5,2,5,5
"4748","Mixed",21,"Yes","Female","Right",1,"US",1,4,3,2,3,5,1,3,1,2,3,3,1,3,3,3,2,3,4,2,2,2,2,3,2,3,3,2,5,3,2,4,1,4,2,2,1,4,1,2,4,5,5,5,5,5,5,4,5,5
"4749","Indian",24,"No","Male","Right",1,"IN",2,3,3,3,3,3,1,3,3,3,4,4,4,3,4,1,4,2,2,2,3,3,2,2,3,2,2,2,4,4,3,1,2,2,2,4,2,3,2,2,2,3,4,5,4,5,4,3,5,4
"4750","Indian",25,"Yes","Female","Right",1,"US",1,3,2,5,1,4,1,1,1,1,5,4,4,5,4,1,5,1,2,1,1,2,1,1,1,2,1,1,5,3,2,2,3,1,2,4,1,5,1,1,4,4,2,2,3,2,3,4,4,4
"4751","European",16,"Yes","Female","Left",1,"ZA",1,3,1,2,1,5,1,2,2,1,1,2,2,2,2,4,3,5,5,4,4,3,4,4,4,3,4,4,2,2,2,1,1,1,3,5,1,2,2,3,5,5,5,4,5,5,5,5,4,4
"4752","Indian",18,"No","Male","Left",2,"CL",1,2,1,2,1,1,1,1,1,1,3,5,3,2,4,4,2,3,4,4,4,4,4,4,4,3,4,5,2,1,5,5,4,4,5,1,3,1,5,5,1,5,2,5,1,2,4,1,3,2
"4753","Indian",16,"No","Male","Right",1,"IN",4,1,5,3,5,5,5,4,5,1,5,5,4,5,5,4,3,1,1,5,1,1,3,1,1,2,1,2,5,5,2,1,2,1,1,3,1,3,1,1,5,5,5,5,5,5,5,5,3,5
"4754","Other",22,"Yes","Female","Right",1,"IN",3,3,4,4,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,2,5,3,3,5,1,3,3,3,2,4,3,4,3,3,4,4,4,3,3
"4755","Mixed",20,"No","Female","Right",1,"US",3,3,3,3,3,2,3,3,3,1,1,3,2,3,2,5,3,3,4,3,4,3,2,3,3,1,3,3,3,5,3,3,4,3,3,4,2,4,3,3,3,4,3,3,3,3,3,3,5,3
"4756","European",24,"Yes","Female","Missed",5,"US",3,3,2,2,3,4,4,4,4,3,1,2,1,2,2,5,1,5,5,5,2,3,1,1,2,2,3,5,5,4,5,2,1,3,4,4,1,4,5,2,4,5,5,5,5,5,5,4,5,5
"4757","South East Asian",16,"No","Female","Right",2,"ID",1,2,2,1,1,1,1,3,3,1,3,2,1,1,1,3,3,5,5,3,2,3,1,3,2,5,3,3,3,3,1,4,1,1,1,2,1,5,1,1,5,5,5,3,5,5,5,5,5,5
"4758","European",41,"No","Female","Right",2,"NL",5,5,5,4,5,5,5,4,4,4,3,4,3,4,4,3,4,2,2,2,1,1,1,1,1,1,1,2,5,5,2,1,1,1,2,4,2,4,3,3,4,4,5,4,4,5,5,4,4,4
"4759","European",62,"Yes","Male","Right",1,"GB",4,4,4,4,4,4,4,4,5,5,3,4,1,2,2,2,2,2,4,2,3,1,2,1,3,2,2,2,4,5,1,1,1,1,2,3,2,5,1,2,4,5,5,5,4,5,5,4,5,5
"4760","European",28,"No","Female","Right",1,"DK",2,4,2,3,2,4,3,3,3,3,2,3,2,3,1,2,2,4,4,3,1,3,2,3,2,1,3,2,5,4,2,3,2,2,3,2,2,3,4,3,4,4,5,4,5,5,5,3,4,4
"4761","Other",21,"No","Female","Right",5,"US",2,2,1,3,1,2,1,3,3,1,1,2,2,4,1,5,1,5,5,3,5,4,1,2,4,1,4,3,4,2,3,2,2,2,2,3,5,2,4,4,3,4,2,2,4,3,4,4,3,3
"4762","South East Asian",28,"No","Female","Right",2,"AU",3,3,3,3,4,4,3,3,3,3,4,4,3,4,3,2,3,2,3,2,2,3,2,2,2,3,3,2,4,4,4,4,4,3,4,2,3,3,4,2,5,4,4,3,4,4,4,4,4,4
"4763","European",45,"Yes","Male","Right",1,"IE",2,3,5,1,5,5,4,1,2,4,5,5,5,5,5,1,5,1,1,1,1,1,1,1,3,1,1,1,5,5,2,3,1,1,5,4,2,5,2,1,4,5,5,4,5,5,5,4,5,5
"4764","Indian",23,"Yes","Female","Right",1,"IN",1,1,2,1,1,1,3,2,3,1,3,3,1,5,1,5,1,5,5,3,5,2,1,1,3,1,3,1,5,3,2,1,4,5,3,1,3,4,1,4,3,3,3,3,4,1,5,1,5,3
"4765","European",34,"Yes","Male","Both",1,"US",5,5,5,4,5,4,5,5,5,3,5,4,4,4,5,1,4,1,2,1,4,1,4,2,2,3,2,4,1,5,2,4,2,3,4,2,3,3,4,3,5,4,5,4,5,5,4,4,4,5
"4766","European",34,"Yes","Male","Right",1,"US",1,1,2,1,3,2,1,1,1,1,2,2,1,2,2,4,2,4,4,4,1,1,2,1,2,2,3,2,5,5,4,2,1,4,4,3,3,5,3,1,4,4,4,5,3,4,3,3,5,4
"4767","Other",17,"Yes","Male","Missed",1,"NZ",1,1,1,1,1,1,1,3,4,1,3,4,3,3,1,4,1,4,3,3,4,2,4,3,5,1,4,3,4,2,3,2,2,2,5,2,1,3,3,3,4,5,5,5,4,5,4,4,5,4
"4768","European",23,"Yes","Male","Right",2,"CA",2,3,3,3,5,2,2,1,2,4,2,2,1,1,4,4,1,5,3,5,2,1,1,2,2,3,2,2,4,2,3,4,2,4,4,2,2,3,4,3,5,3,5,4,3,4,3,5,4,3
"4769","South East Asian",16,"No","Female","Right",1,"PH",3,5,2,4,4,4,3,4,3,2,2,4,2,2,4,4,1,5,4,2,1,2,3,2,2,1,2,2,4,4,4,4,3,2,4,2,4,4,3,2,4,3,2,4,4,5,4,5,4,3
"4770","European",31,"Yes","Male","Left",1,"GH",2,1,2,2,1,4,1,2,4,1,5,5,4,5,2,2,4,2,4,1,4,4,1,5,4,1,4,4,2,2,2,1,1,1,4,5,1,5,4,2,5,4,4,2,5,5,5,2,4,5
"4771","European",65,"Yes","Female","Both",2,"US",1,2,2,1,1,4,1,1,1,1,2,4,2,4,1,3,4,1,4,1,1,3,1,2,2,2,2,1,4,3,2,4,1,3,2,1,2,5,3,1,5,5,5,5,5,5,5,4,5,5
"4772","European",20,"No","Female","Right",5,"LT",3,1,5,4,4,5,5,3,3,1,1,2,1,5,1,5,1,4,5,3,5,1,3,2,3,1,3,2,5,4,3,3,1,5,2,1,5,4,1,2,5,4,5,5,3,5,5,3,3,5
"4773","South East Asian",37,"Yes","Female","Right",1,"PH",1,5,3,5,5,4,4,1,5,1,3,4,2,3,5,5,1,5,4,4,1,1,1,2,2,1,2,2,5,5,1,1,1,2,1,3,5,3,1,2,4,5,5,4,4,5,5,1,5,5
"4774","West African",23,"Yes","Male","Right",1,"GB",2,3,2,2,3,4,1,4,2,1,3,3,2,2,2,5,1,5,5,4,3,4,3,2,2,4,2,3,3,3,1,2,3,1,4,5,4,3,2,3,4,4,5,3,4,5,3,4,5,5
"4775","Indian",22,"No","Female","Left",1,"IN",3,1,4,2,2,1,3,1,2,1,4,4,2,3,2,4,2,5,5,3,5,4,2,1,2,1,4,2,4,3,2,3,2,2,2,4,2,4,2,2,4,2,3,2,4,4,5,3,4,4
"4776","North African and Other",27,"Yes","Female","Right",1,"ZA",3,5,5,5,3,5,4,3,3,3,4,5,4,3,2,2,4,1,4,1,1,1,1,1,1,1,2,2,5,4,4,3,2,2,4,3,3,4,3,2,2,4,3,4,4,4,5,1,2,4
"4777","European",35,"Yes","Male","Right",1,"US",3,3,4,2,1,3,1,2,4,2,1,3,1,2,3,4,1,4,4,4,2,2,2,2,2,2,2,3,4,3,5,4,4,3,4,2,1,2,4,4,3,3,4,4,3,4,4,3,4,4
"4778","European",28,"Yes","Female","Right",1,"IE",1,2,1,2,2,5,1,2,3,1,4,3,1,2,4,2,3,2,5,4,1,4,1,1,4,2,4,3,5,4,2,1,1,1,2,4,4,5,4,1,5,5,5,5,5,5,5,5,5,5
"4779","European",30,"No","Male","Right",2,"ES",2,3,5,3,4,4,4,3,4,3,5,4,5,5,5,1,5,1,1,1,4,2,1,3,4,4,2,1,2,5,1,4,1,1,3,2,2,5,2,1,5,5,4,5,5,5,5,4,4,5
"4780","Indian",22,"No","Female","Right",2,"GB",3,2,4,2,4,4,2,4,5,4,1,1,1,5,1,5,3,2,2,4,5,2,1,1,2,1,2,2,5,4,4,2,2,2,2,2,4,2,4,4,2,2,2,3,3,4,4,2,3,3
"4781","Middle East",29,"No","Female","Right",1,"TR",1,4,5,4,4,5,4,2,2,2,3,4,2,3,4,2,5,1,1,1,5,3,1,2,1,1,1,1,4,4,1,2,1,1,1,5,5,5,1,1,5,5,3,4,3,4,5,4,1,5
"4782","South East Asian",25,"No","Female","Right",2,"PH",5,1,3,3,5,1,1,1,1,1,5,1,1,1,5,5,3,3,3,1,1,1,1,3,1,1,1,5,5,3,1,1,1,1,1,5,1,5,5,1,3,5,5,5,3,5,5,1,5,5
"4783","European",31,"No","Male","Right",1,"TR",2,4,2,4,2,5,2,2,2,4,4,2,2,2,2,4,1,5,5,4,2,2,4,1,1,1,1,4,5,4,2,2,1,4,4,3,2,5,5,1,5,5,5,5,5,5,5,5,4,5
"4784","European",14,"Yes","Female","Right",2,"ID",3,5,5,4,5,5,5,3,5,5,4,5,3,4,4,3,4,4,2,2,1,1,2,1,1,2,1,1,5,5,3,5,1,1,2,1,4,5,3,3,5,5,5,5,5,5,5,5,4,5
"4785","South East Asian",18,"No","Female","Right",1,"PH",1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,5,1,4,5,5,3,1,2,1,4,1,1,3,5,1,5,1,3,5,5,1,2,1,1,5,3,1,4,4,2,1,1,4,5,1
"4786","European",27,"Yes","Male","Right",1,"GB",2,4,3,1,2,4,2,1,1,2,3,5,2,2,2,2,5,2,2,2,2,2,1,3,2,2,2,2,4,4,2,1,3,3,5,5,1,2,3,3,5,5,4,4,3,4,4,4,5,3
"4787","European",54,"No","Female","Right",3,"SE",3,5,4,4,4,4,3,5,5,4,3,3,4,3,3,3,3,3,3,2,2,4,1,2,2,3,2,3,4,4,3,2,2,3,4,2,3,3,4,3,5,4,5,3,5,5,4,4,3,5
"4788","Indian",24,"No","Female","Right",1,"IN",1,3,3,3,2,3,1,5,1,1,3,3,1,5,3,3,4,3,2,3,5,3,2,1,3,1,4,3,5,3,2,5,1,1,3,3,1,5,2,1,4,5,5,5,4,5,4,1,3,5
"4789","Other",38,"No","Female","Right",4,"US",3,3,4,3,4,4,3,2,2,1,1,3,1,1,1,5,1,5,5,5,1,1,2,1,1,1,1,1,5,3,3,4,2,3,3,5,3,5,3,2,4,5,5,5,4,5,4,4,5,4
"4790","West African",37,"No","Female","Right",1,"SD",5,1,1,1,5,5,5,5,5,5,1,5,1,5,5,5,5,1,1,5,5,1,5,1,1,1,1,1,5,5,1,5,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,5
